Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15,Dim_16,Dim_17,Dim_18,Dim_19,Dim_20,Dim_21,Dim_22,Dim_23,Dim_24,Dim_25,Dim_26,Dim_27,Dim_28,Dim_29,Dim_30,Dim_31,Dim_32,Dim_33,Dim_34,Dim_35,Dim_36,Dim_37,Dim_38,Dim_39,Dim_40,Dim_41,Dim_42,Dim_43,Dim_44,Dim_45,Dim_46,Dim_47,Dim_48,Dim_49,Dim_50,Dim_51,Dim_52,Dim_53,Dim_54,Dim_55,Dim_56,Dim_57,Dim_58,Dim_59,Dim_60,Dim_61,Dim_62,Dim_63,Dim_64,Dim_65,Dim_66,Dim_67,Dim_68,Dim_69,Dim_70,Dim_71,Dim_72,Dim_73,Dim_74,Dim_75,Dim_76,Dim_77,Dim_78,Dim_79,Dim_80,Dim_81,Dim_82,Dim_83,Dim_84,Dim_85,Dim_86,Dim_87,Dim_88,Dim_89,Dim_90,Dim_91,Dim_92,Dim_93,Dim_94,Dim_95,Dim_96,Dim_97,Dim_98,Dim_99,Dim_100
-0.14401,0.32554,0.14257,-0.099227,0.72536,0.19321,-0.24188,0.20223,-0.89599,0.15215,0.035963,-0.59513,-0.051635,-0.014428,0.35475,-0.31859,0.76984,-0.087369,-0.24762,0.65059,-0.15138,-0.42703,0.18813,0.091562,0.15192,0.11303,-0.15222,-0.62786,-0.23923,0.096009,-0.46147,0.41526,-0.30475,0.1371,0.16758,0.53301,-0.043658,0.85924,-0.41192,-0.21394,-0.51228,-0.31945,0.12662,-0.3151,0.0031429,0.27129,0.17328,-1.3159,-0.42414,-0.69126,0.019017,-0.13375,-0.096057,1.7069,-0.65291,-2.6111,0.26518,-0.61178,2.095,0.38148,-0.55823,0.2036,-0.33704,0.37354,0.6951,-0.001637,0.81885,0.51793,0.27746,-0.37177,-0.43345,-0.42732,-0.54912,-0.30715,0.18101,0.2709,-0.29266,0.30834,-1.4624,-0.18999,0.92277,-0.099217,-0.25165,0.49197,-1.525,0.15326,0.2827,0.12102,-0.36766,-0.61275,-0.18884,0.10907,0.12315,0.090066,-0.65447,-0.17252,2.6336e-05,0.25398,1.1078,-0.073074
-1.2557,0.61036,0.56793,-0.96596,-0.45249,-0.071696,0.57122,-0.31292,-0.43814,0.90622,0.06961,-0.053104,0.25029,0.27841,0.77724,0.26329,0.56874,-1.1171,-0.078268,-0.51317,0.8071,0.99214,0.22753,1.0847,0.88292,0.17221,-0.68686,-0.86467,-0.80003,-0.34738,-0.044074,-0.30444,0.23406,0.28592,0.060548,-0.65477,-0.039738,0.74878,-0.46471,0.063023,-0.16519,-1.2217,-0.089479,-0.8125,0.27615,-0.13841,-0.76667,-0.96974,0.83123,-0.77639,-1.3327,-0.28732,-0.053684,1.1735,-1.1795,-2.7519,0.45359,1.1984,2.8203,0.060114,0.32296,0.19097,0.3459,-0.41503,0.1515,0.38148,1.619,0.9929,-0.82549,-0.098692,0.74449,-0.38602,-1.0004,-1.305,-0.31269,-0.57625,0.14095,-0.80269,-1.4714,-0.48014,1.1993,-0.48561,0.40496,-0.032867,-2.051,0.18284,-0.2723,0.043287,0.066801,-0.62832,-0.05854,0.28253,-0.083276,-0.022234,-0.55914,0.24586,0.36052,-1.5877,0.76984,-0.64998
-0.093337,0.19043,0.68457,-0.41548,-0.22777,-0.11803,-0.095434,0.19613,0.17785,-0.020244,-0.055409,0.33867,0.79396,-0.047126,0.44281,-0.061266,0.20796,0.034094,-0.64751,0.35874,0.13936,-0.6831,0.25596,-0.12911,0.2608,-0.11674,0.024925,-0.60259,-0.41474,-0.51104,0.14936,0.79977,-0.12716,0.40474,-0.21435,0.47031,0.49,0.48886,-0.17772,-0.18861,-0.78391,-0.14158,0.22169,-0.22078,-0.30509,-0.10837,0.57168,-0.7832,-0.16328,-0.76131,0.080873,0.00067217,0.44713,1.3434,-0.20014,-2.868,-0.002647,-0.39858,1.8379,1.2211,-0.16066,0.65853,0.26946,0.27212,0.94735,0.24372,0.8194,0.6774,0.063485,-0.55934,0.45541,-0.64684,-0.034702,-0.45566,0.21847,-0.051689,0.32299,-0.022961,-1.7955,0.31217,0.76227,-0.23191,-1.0133,-0.0064374,-1.8135,-0.75221,0.28362,-0.30815,-0.43853,-0.62654,0.13213,-0.54725,-0.47478,-0.0079727,-0.15112,-0.29326,-0.35118,-0.68175,0.28804,0.54893
-0.21863,-0.42664,0.5196,0.0043103,0.58045,-0.10873,-0.37726,0.4566,-0.60627,-0.075773,0.11306,0.17703,0.1605,0.074514,0.63649,-0.078852,0.75268,-0.24962,-0.51628,-0.33348,0.66754,-0.34183,0.61316,0.31668,0.64846,-0.079312,-0.065219,-0.17718,-0.32439,0.51868,-0.23424,0.34381,0.046851,0.74025,-0.47005,0.53685,-0.35549,0.40737,-0.093421,-0.13439,-0.41969,-0.30041,0.28646,0.37419,-0.46054,-0.307,-0.3858,-0.69317,-0.00092461,-0.61984,0.11978,0.1495,0.17833,1.5313,-0.92445,-3.0428,0.030761,-0.64359,2.3824,0.56219,-0.56021,1.0264,-0.45143,0.14117,0.65944,0.37572,0.098334,0.38304,-0.076882,-0.21781,-0.29892,-0.49458,0.095239,-0.63059,-0.061311,0.17767,-0.14051,0.47182,-0.95891,0.045334,0.808,-0.026867,-0.27483,0.35541,-0.82896,-0.78838,-0.079732,0.22941,-0.45013,-0.3004,-0.52716,0.11358,-0.49906,0.827,-0.56991,0.25143,-0.40266,-0.29146,1.3816,0.18084
-0.54264,0.41476,1.0322,-0.40244,0.46691,0.21816,-0.074864,0.47332,0.080996,-0.22079,-0.12808,-0.1144,0.50891,0.11568,0.028211,-0.3628,0.43823,0.047511,0.20282,0.49857,-0.10068,0.13269,0.16972,0.11653,0.31355,0.25713,0.092783,-0.56826,-0.52975,-0.051456,-0.67326,0.92533,0.2693,0.22734,0.66365,0.26221,0.19719,0.2609,0.18774,-0.3454,-0.42635,0.13975,0.56338,-0.56907,0.12398,-0.12894,0.72484,-0.26105,-0.26314,-0.43605,0.078908,-0.84146,0.51595,1.3997,-0.7646,-3.1453,-0.29202,-0.31247,1.5129,0.52435,0.21456,0.42452,-0.088411,-0.17805,1.1876,0.10579,0.76571,0.21914,0.35824,-0.11636,0.093261,-0.62483,-0.21898,0.21796,0.74056,-0.43735,0.14343,0.14719,-1.1605,-0.050508,0.12677,-0.014395,-0.98676,-0.091297,-1.2054,-0.11974,0.047847,-0.54001,0.52457,-0.70963,-0.32528,-0.1346,-0.41314,0.33435,-0.0072412,0.32253,-0.044219,-1.2969,0.76217,0.46349
0.13717,-0.54287,0.19419,-0.29953,0.17545,0.084672,0.67752,0.098295,-0.035611,0.21334,0.51663,0.20687,0.44082,-0.33655,0.56025,-0.6879,0.51957,-0.21258,-0.52708,-0.12249,0.33099,0.026448,0.59007,0.0065469,0.45405,-0.33884,-0.28261,-0.24633,0.10847,0.3164,-0.15368,0.73503,0.11858,0.70842,0.075081,0.29738,-0.11395,0.40807,-0.042531,-0.21301,-0.79849,-0.12703,0.752,-0.41746,0.46615,-0.039097,0.65961,-0.32336,0.442,-0.94137,-0.23125,-0.30604,0.79912,1.4581,-0.88199,-3.0041,-0.75243,-0.20503,1.1998,0.94881,0.30649,0.48411,-0.7572,0.65856,0.70107,-0.93141,0.52928,0.23323,0.18857,0.38691,0.011489,-0.31937,0.011858,0.22944,0.17764,0.16868,0.14003,0.58647,-1.5447,-0.064425,-0.00064711,0.13606,-0.32695,0.10043,-1.546,-0.5476,0.21027,-0.67195,-0.1597,-0.68271,-0.22043,-0.87088,-0.16248,0.83086,-0.23045,0.19864,-0.051892,-0.52057,0.25434,-0.23759
-0.13128,-0.452,0.043399,-0.99798,-0.21053,-0.95868,-0.24609,0.48413,0.18178,0.475,-0.22305,0.30064,0.43496,-0.3605,0.20245,-0.52594,-0.34708,0.0075873,-1.0497,0.18673,0.57369,0.43814,0.098659,0.3877,-0.2258,0.41911,0.043602,-0.7352,-0.53583,0.19276,-0.21961,0.42515,-0.19082,0.47187,0.18826,0.13357,0.41839,1.3138,0.35678,-0.32172,-1.2257,-0.26635,0.36716,-0.27586,-0.53246,0.16786,-0.11253,-0.99959,-0.60706,-0.89271,0.65156,-0.88784,0.049233,0.67111,-0.27553,-2.4005,-0.36989,0.29136,1.3498,1.7353,0.27,0.021299,0.14422,0.023784,0.33643,-0.35476,1.0921,1.4845,0.4943,0.15688,0.34679,-0.57221,0.12093,-1.2616,1.0541,0.064335,-0.002732,0.19038,-1.7643,0.055068,1.4737,-0.41782,-0.57342,-0.12129,-1.3169,-0.73883,0.17682,-0.019991,-0.49176,-0.55247,1.0623,-0.62879,0.29098,0.13238,-0.70414,0.67128,-0.085462,-0.30526,-0.045495,0.56509
-0.43608,0.39104,0.51657,-0.13861,0.2029,0.50723,-0.012544,0.22948,-0.6316,0.21199,-0.018043,-0.39364,0.74164,0.30221,0.51792,-0.25191,0.25373,-0.65184,-0.42963,0.0093622,0.023334,-0.39245,0.34948,0.21217,0.7346,-0.21962,-0.028611,-0.34641,-0.20934,-0.27091,-0.17637,0.82396,-0.082339,-0.034869,0.079722,0.34841,0.60887,0.22811,-0.29633,0.18633,0.234,-0.70966,0.16312,-0.20857,0.092369,-0.075435,-0.13905,-0.35121,-0.19972,-0.41687,-0.31485,0.16123,0.038882,1.6654,-0.12401,-3.3419,0.10929,-0.026199,1.244,0.84374,-0.15679,0.79041,-0.042433,0.18884,0.064345,-0.11683,1.0467,0.71813,0.57834,0.27014,-0.50908,-0.083995,-0.1437,-0.76408,0.27418,0.56814,-0.39375,-0.32558,-0.92854,-0.13098,1.3277,0.11851,-0.15551,0.5972,-1.084,-0.058137,0.23886,0.14558,-0.59303,-0.47511,-0.22064,-0.37591,-0.79649,0.013465,-0.44595,-0.34623,-0.75398,-0.3517,0.99456,0.088196
0.1225,-0.058833,0.23658,-0.28877,-0.028181,0.31524,0.070229,0.16447,-0.027623,0.25214,0.21174,-0.059674,0.36133,0.13607,0.18755,-0.1487,0.31315,0.13368,-0.59703,-0.030161,0.080656,0.26162,-0.055924,-0.35351,0.34722,-0.0055801,-0.57935,-0.88007,0.42931,-0.15695,-0.51256,1.2684,-0.25228,0.35265,-0.46419,0.55648,-0.57556,0.32574,-0.21893,-0.13178,-1.1027,-0.039591,0.89643,-0.9845,-0.47393,-0.12855,0.63506,-0.94888,0.40088,-0.77542,-0.35153,-0.27788,0.68747,1.458,-0.38474,-2.8937,-0.29523,-0.38836,0.94881,1.3891,0.054591,0.70486,-0.65699,0.075648,0.7655,-0.63365,0.86556,0.42441,0.14796,0.4156,0.29354,-0.51295,0.19635,-0.45568,0.0080246,0.14528,-0.15395,0.11406,-1.2167,-0.1111,0.8264,0.21738,-0.63776,-0.074874,-1.713,-0.8827,-0.0073058,-0.37623,-0.50209,-0.58844,-0.24943,-1.0425,0.27678,0.64142,-0.64605,0.43559,-0.37276,-0.0032068,0.18744,0.30702
-0.32721,0.096446,0.34244,-0.44327,0.30535,-0.042016,-0.071235,-0.31036,-0.22557,-0.181,-0.29088,-0.61542,0.29751,0.030491,0.41504,-0.51489,0.68628,-0.020302,-0.18486,0.31605,0.59472,-0.2147,0.29256,0.43262,0.35466,-0.29659,-0.27086,-0.48953,-0.047391,0.24521,-0.15783,0.59742,-0.41664,0.057632,0.1233,0.62326,-0.08844,0.3077,-0.15742,-0.28381,-0.58058,-0.022824,0.26689,-0.22565,0.47548,0.11134,0.37263,-0.14554,-0.16775,-0.79377,-0.30593,-0.10671,0.44199,1.5698,-0.73062,-2.7314,-0.19366,-0.32983,1.2881,0.62126,-0.255,0.8416,-0.23658,0.42594,0.86589,-0.35904,0.78162,0.20396,0.82898,0.0016123,-0.24008,-0.72735,-0.053671,-0.22264,0.31034,-0.21243,-0.14335,0.317,-0.80478,-0.49311,0.88023,-0.24147,-0.3922,0.15997,-1.5854,-0.25824,0.052834,-0.11983,-0.018874,-0.77356,0.049285,-0.25332,-0.3073,0.51295,-0.56802,-0.21239,-0.39741,-0.38165,0.43994,0.24683
-0.30664,0.16821,0.98511,-0.33606,-0.2416,0.16186,-0.053496,0.4301,0.57342,-0.071569,0.36101,0.26729,0.27789,-0.072268,0.13838,-0.26714,0.12999,0.22949,-0.18311,0.50163,0.44921,-0.020821,0.42642,-0.068762,0.40337,0.095198,-0.31944,-0.54651,-0.13345,-0.56511,-0.20975,1.1592,-0.194,0.19828,-0.11924,0.41781,0.0068383,-0.20537,-0.53375,-0.52225,-0.38227,-0.0065833,0.14265,-0.42502,-0.3115,0.0027352,0.75093,-0.48218,-0.18595,-0.77104,-0.046406,-0.06914,0.41688,1.3235,-0.81742,-3.3998,-0.11307,-0.34123,2.0775,0.61369,0.14792,0.93753,-0.10138,0.28426,0.97899,-0.32335,0.63697,0.58308,0.2282,-0.31696,0.21061,-0.6506,0.21653,-0.24347,0.55519,-0.34351,-0.095093,-0.14715,-1.2876,0.3931,0.30163,-0.21767,-1.1146,0.51349,-1.341,-0.30381,0.32499,-0.45236,-0.17743,-0.048504,-0.12178,-0.42108,-0.40327,0.038452,-0.36084,0.037738,-0.21885,-0.38775,0.36916,0.54521
-0.20875,-0.1174,0.26478,-0.28339,0.19584,0.7446,-0.03887,0.028499,-0.44252,-0.30426,0.27133,-0.51907,0.52183,-0.76648,0.28043,-0.48344,-0.15626,-0.49705,-0.51024,-0.03652,0.20579,-0.6136,0.46388,0.73497,0.66813,-0.4443,-0.17603,-0.5478,-0.013521,0.16333,0.28148,0.054223,-0.19906,-0.1907,-0.43179,0.14781,0.27555,0.18571,-0.40776,-0.15415,-0.5885,-0.0085281,-0.14178,0.7061,0.54031,-0.43305,0.17497,-0.46208,-0.31372,-0.34039,-0.25128,0.68228,0.33576,1.5862,-0.39427,-2.9938,-0.29773,0.04213,1.9075,-0.072628,-0.092191,0.66133,0.13868,0.78774,0.69307,-0.22185,0.71705,1.1453,1.2153,0.14196,-0.79914,0.16965,-0.34532,-0.51742,-0.15648,0.18757,0.1694,-0.0082713,-1.4511,0.061983,1.1019,0.084411,-0.34148,0.49994,-1.1106,-0.13759,0.15377,-0.061006,-0.53826,-0.78941,-0.12566,-0.57381,-0.73484,0.54774,-0.28455,-0.24348,-0.27511,-0.33267,0.27878,-0.8705
0.1766,0.093851,0.24351,0.44313,-0.39037,0.12524,-0.19918,0.59855,-0.82035,0.28006,0.54231,0.023079,0.12837,-0.044489,0.3837,-0.75659,0.40254,-0.4462,-0.81599,-0.0091513,0.65219,-0.043656,0.54919,-0.16696,0.73028,-0.20703,-0.069863,-0.31259,0.27226,0.084905,-0.60498,0.42826,0.60134,0.50953,-0.39073,0.44608,-0.36331,0.50858,-0.20308,-0.43503,-0.086827,-0.86581,-1.0151,-0.35725,-0.12993,0.3324,0.3026,0.067277,-0.52948,-0.81223,0.39562,-0.79537,0.24331,1.2506,-1.0169,-3.3391,-0.79691,-0.33877,1.366,0.87513,-0.63701,0.68381,-0.057432,0.12541,-0.8258,-0.56117,0.30807,0.1545,0.61473,0.67403,-0.60833,-0.25911,-0.35619,-0.71189,-0.31207,0.035238,0.22488,-0.33492,-1.1586,-0.17373,0.95937,0.24479,-0.46205,-0.075941,-1.0844,0.093676,0.48546,0.13008,0.23455,-0.27964,-0.24481,-0.016213,0.46302,1.0291,-0.81817,0.17522,0.06797,0.056305,1.2312,0.40695
